deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-0606,patent,PT-0247,CL-0200,examination response,2024-09-16,Examination Response for patent PT-0247 - Response to office action required,high,completed,,TBD,Laura Taylor,344.03,,2020/05/18,08/08/2024
DL-0607,patent,PT-0247,CL-0200,examination response,13 September 2024,Examination Response for patent PT-0247 - Response to office action required,urgent,pending,yes,,,,,2019-03-16,
DL-0608,patent,PT-0247,CL-0200,renewal,"November 28, 2027",Renewal for patent PT-0247 - Fee payment required,normal,completed,,04/23/24,Michael Hall,791.46,Legacy deadline record,07/11/2020,25 April 2024
DL-0609,patent,PT-0248,CL-0006,examination response,02/07/24,Examination Response for patent PT-0248 - Response to office action required,medium,cancelled,,,,4175.33,,12/04/23,"October 15, 2024"
DL-0610,patent,PT-0248,CL-0006,renewal,2028/05/23,Renewal for patent PT-0248 - Fee payment required,high,cancelled,,,,4340.2,,12-05-2020,
DL-0611,patent,PT-0248,CL-0006,renewal,2029-12-06,Renewal for patent PT-0248 - Fee payment required,low,completed,,24/09/2024,James Nguyen,,,04/04/21,
DL-0612,patent,PT-0249,CL-0008,examination response,20 October 2024,Examination Response for patent PT-0249 - Response to office action required,critical,cancelled,,,,3417.58,,20-07-2022,
DL-0613,patent,PT-0249,CL-0008,examination response,10/09/25,Examination Response for patent PT-0249 - Response to office action required,urgent,cancelled,,,,1921.85,Legacy deadline record,"June 15, 2020",22 March 2023
DL-0614,patent,PT-0250,CL-0450,annuity,01 March 2026,Annuity for patent PT-0250,medium,pending,,,,2275.47,,07 November 2022,
DL-0615,patent,PT-0251,CL-0031,renewal,03/08/25,Renewal for patent PT-0251 - Fee payment required,low,pending,N,,,,,01-05-2018,
DL-0616,patent,PT-0251,CL-0031,renewal,2027-04-06,Renewal for patent PT-0251 - Fee payment required,low,pending,,,,,,"October 25, 2020",
DL-0617,patent,PT-0252,CL-0333,renewal,08-15-2026,Renewal for patent PT-0252 - Fee payment required,medium,cancelled,,,,2693.86,,20-03-2019,
DL-0618,patent,PT-0252,CL-0333,continuation,01/12/24,Continuation for patent PT-0252,low,completed,,24-04-2024,Joseph Morris,1481.21,,15 November 2023,
DL-0619,patent,PT-0252,CL-0333,annuity,"August 28, 2024",Annuity for patent PT-0252,low,cancelled,,,,1125.76,,06/29/23,"January 21, 2024"
DL-0620,patent,PT-0253,CL-0055,filing,08/24/24,Filing for patent PT-0253,critical,overdue,,,,2199.59,,30/07/18,
DL-0621,patent,PT-0254,CL-0105,annuity,"June 12, 2027",Annuity for patent PT-0254,low,completed,,2024/01/28,Jeffrey Hill,1034.82,,05/12/2023,
DL-0622,patent,PT-0254,CL-0105,renewal,2024-03-17,Renewal for patent PT-0254 - Fee payment required,normal,pending,,,,,Legacy deadline record,04-02-2023,2024-09-09
DL-0623,patent,PT-0254,CL-0105,continuation,02/01/2027,Continuation for patent PT-0254,critical,completed,,13 November 2024,Jessica Martinez,,,20/09/2019,
DL-0624,patent,PT-0255,CL-0074,examination response,11/27/2024,Examination Response for patent PT-0255 - Response to office action required,high,overdue,,,,,,28/01/19,
DL-0625,patent,PT-0255,CL-0074,annuity,2024/04/26,Annuity for patent PT-0255,urgent,cancelled,,,,3989.02,,,
DL-0626,patent,PT-0256,CL-0393,annuity,"March 15, 2024",Annuity for patent PT-0256,medium,cancelled,,,,4015.18,,06/11/2018,
DL-0627,patent,PT-0256,CL-0393,renewal,10/11/25,Renewal for patent PT-0256 - Fee payment required,urgent,completed,,06/20/23,Christopher Edwards,,,00/00/0000,
DL-0628,patent,PT-0256,CL-0393,annuity,2026/06/28,Annuity for patent PT-0256,critical,pending,Y,,,2855.52,,"December 09, 2021",2023/02/22
DL-0629,patent,PT-0257,CL-0418,filing,02/09/2025,Filing for patent PT-0257,high,cancelled,,,,,,03-25-2020,10-02-2024
DL-0630,patent,PT-0257,CL-0418,filing,07-03-2025,Filing for patent PT-0257,medium,overdue,,,,4672.77,,11 June 2019,"May 16, 2024"
DL-0631,patent,PT-0258,CL-0215,filing,18/10/2025,Filing for patent PT-0258,low,completed,,2023-05-30,Kevin Williams,1700.1,Legacy deadline record,10-06-2020,10/22/23
DL-0632,patent,PT-0259,CL-0142,continuation,30 July 2026,Continuation for patent PT-0259,medium,cancelled,,,,,,2022/06/20,"February 03, 2023"
DL-0633,patent,PT-0259,CL-0142,annuity,2027-01-27,Annuity for patent PT-0259,critical,completed,,"August 06, 2023",Lisa Smith,,,28 November 2022,
DL-0634,patent,PT-0259,CL-0142,filing,04-21-2024,Filing for patent PT-0259,medium,overdue,,,,100.56,,19 April 2023,08-06-2023
DL-0635,patent,PT-0260,CL-0058,renewal,TBD,Renewal for patent PT-0260 - Fee payment required,high,overdue,,,,2808.41,,04/11/2020,
DL-0636,patent,PT-0260,CL-0058,examination response,02/15/2025,Examination Response for patent PT-0260 - Response to office action required,normal,cancelled,,,,4628.78,,2021-07-11,
DL-0637,patent,PT-0260,CL-0058,renewal,2027/05/19,Renewal for patent PT-0260 - Fee payment required,high,cancelled,,,,3364.34,Legacy deadline record,2021/01/15,
DL-0638,patent,PT-0260,CL-0058,annuity,05-23-2024,Annuity for patent PT-0260,medium,overdue,,,,2406.67,,"October 05, 2023",
DL-0639,patent,PT-0261,CL-0209,renewal,"May 11, 2025",Renewal for patent PT-0261 - Fee payment required,medium,cancelled,,,,2272.73,Legacy deadline record,10/14/20,Unknown
DL-0640,patent,PT-0261,CL-0209,continuation,"February 09, 2027",Continuation for patent PT-0261,medium,cancelled,,,,,,17-03-2018,"January 19, 2024"
DL-0641,patent,PT-0262,CL-0148,annuity,04-27-2025,Annuity for patent PT-0262,medium,pending,no,,,3775.69,,06 February 2019,
DL-0642,patent,PT-0262,CL-0148,continuation,06/16/2024,Continuation for patent PT-0262,medium,cancelled,,,,,,04/12/21,
DL-0643,patent,PT-0262,CL-0148,examination response,06/15/24,Examination Response for patent PT-0262 - Response to office action required,normal,completed,,05/10/2023,Joseph Turner,2319.83,,"November 09, 2019",11-15-2024
DL-0644,patent,PT-0263,CL-0256,continuation,07-13-2025,Continuation for patent PT-0263,normal,cancelled,,,,2548.69,Legacy deadline record,"May 07, 2020",14-02-2024
DL-0645,patent,PT-0263,CL-0256,examination response,2024/05/14,Examination Response for patent PT-0263 - Response to office action required,high,overdue,,,,,,04 April 2020,"March 30, 2023"
DL-0646,patent,PT-0263,CL-0256,continuation,01/24/24,Continuation for patent PT-0263,low,cancelled,,,,1591.36,,2019-10-08,
DL-0647,patent,PT-0264,CL-0090,continuation,01-09-2026,Continuation for patent PT-0264,high,completed,,11-03-2023,Karen Morris,2536.67,,05 August 2019,10/27/2023
DL-0648,patent,PT-0264,CL-0090,filing,2024/05/31,Filing for patent PT-0264,low,pending,no,,,2613.9,,"October 21, 2022",
DL-0649,patent,PT-0264,CL-0090,annuity,08-02-2027,Annuity for patent PT-0264,medium,cancelled,,,,3420.8,,15 September 2021,11-02-2023
DL-0650,patent,PT-0265,CL-0246,filing,02/10/2024,Filing for patent PT-0265,normal,cancelled,,,,,Legacy deadline record,2021/06/03,05/18/23
DL-0651,patent,PT-0265,CL-0246,filing,00/00/0000,Filing for patent PT-0265,low,cancelled,,,,3937.25,,28/12/2022,
DL-0652,patent,PT-0265,CL-0246,annuity,2027-05-03,Annuity for patent PT-0265,medium,overdue,,,,,,2020-12-25,
DL-0653,patent,PT-0265,CL-0246,filing,08/22/2026,Filing for patent PT-0265,low,completed,,2024-11-22,Jennifer Wright,4424.1,,04/26/22,21/12/23
DL-0654,patent,PT-0266,CL-0269,renewal,13-04-2030,Renewal for patent PT-0266 - Fee payment required,low,completed,,01-10-2024,Jason Rodriguez,3194.94,,17 October 2019,
DL-0655,patent,PT-0266,CL-0269,continuation,"January 30, 2024",Continuation for patent PT-0266,critical,cancelled,,,,870.26,,07/02/18,
DL-0656,patent,PT-0267,CL-0029,annuity,01-02-2024,Annuity for patent PT-0267,critical,pending,N,,,4159.63,,2018-08-10,
DL-0657,patent,PT-0267,CL-0029,filing,2026/07/19,Filing for patent PT-0267,critical,overdue,,,,3737.35,,2019-05-15,
DL-0658,patent,PT-0267,CL-0029,filing,10-24-2024,Filing for patent PT-0267,urgent,overdue,,,,2635.15,,12/22/19,
DL-0659,patent,PT-0267,CL-0029,filing,11/07/24,Filing for patent PT-0267,normal,completed,,04/10/23,Mark Hill,786.3,,2021-01-25,"May 16, 2024"
DL-0660,patent,PT-0268,CL-0031,filing,08/27/25,Filing for patent PT-0268,high,completed,,01/29/24,Robert Hall,,,06/17/2019,
DL-0661,patent,PT-0268,CL-0031,annuity,11-23-2024,Annuity for patent PT-0268,low,cancelled,,,,,,2020-11-20,09-21-2023
DL-0662,patent,PT-0269,CL-0425,examination response,16 July 2025,Examination Response for patent PT-0269 - Response to office action required,high,cancelled,,,,3363.16,,09-30-2020,11/25/2023
DL-0663,patent,PT-0269,CL-0425,annuity,31/10/24,Annuity for patent PT-0269,urgent,pending,N,,,,,04/08/22,
DL-0664,patent,PT-0269,CL-0425,examination response,08-24-2024,Examination Response for patent PT-0269 - Response to office action required,high,cancelled,,,,2095.89,,18/12/2023,2024-10-17
DL-0665,patent,PT-0270,CL-0132,continuation,N/A,Continuation for patent PT-0270,urgent,cancelled,,,,3398.08,,2018/12/16,03 November 2023
DL-0666,patent,PT-0270,CL-0132,examination response,2025-03-26,Examination Response for patent PT-0270 - Response to office action required,high,completed,,19 August 2023,Lisa Reyes,997.36,,19-02-2019,2023-07-08
DL-0667,patent,PT-0271,CL-0118,annuity,11/04/25,Annuity for patent PT-0271,high,overdue,,,,3346.57,,05/20/19,
DL-0668,patent,PT-0271,CL-0118,filing,2024/12/15,Filing for patent PT-0271,high,cancelled,,,,2282.74,,04-05-2018,17-07-2023
DL-0669,patent,PT-0271,CL-0118,examination response,1900-01-01,Examination Response for patent PT-0271 - Response to office action required,high,cancelled,,,,2395.53,,2023-11-25,01/05/23
DL-0670,patent,PT-0272,CL-0491,renewal,04/01/2025,Renewal for patent PT-0272 - Fee payment required,critical,pending,Y,,,1760.73,,11/15/22,14/03/2023
DL-0671,patent,PT-0272,CL-0491,renewal,14-10-2029,Renewal for patent PT-0272 - Fee payment required,medium,cancelled,,,,2219.64,,03/20/21,22/05/24
DL-0672,patent,PT-0272,CL-0491,continuation,2027-05-01,Continuation for patent PT-0272,low,overdue,,,,1623.79,,24 February 2022,
DL-0673,patent,PT-0273,CL-0405,examination response,02/26/25,Examination Response for patent PT-0273 - Response to office action required,critical,cancelled,,,,,,2020-09-08,"April 12, 2024"
DL-0674,patent,PT-0273,CL-0405,renewal,21/06/28,Renewal for patent PT-0273 - Fee payment required,urgent,overdue,,,,1433.83,,12/09/2020,
DL-0675,patent,PT-0274,CL-0202,annuity,01/16/2024,Annuity for patent PT-0274,low,pending,Y,,,,,10/22/2022,12 May 2023
DL-0676,patent,PT-0274,CL-0202,annuity,09/06/27,Annuity for patent PT-0274,low,overdue,,,,4752.05,,2019/04/16,
DL-0677,patent,PT-0274,CL-0202,filing,05/10/25,Filing for patent PT-0274,normal,cancelled,,,,,Legacy deadline record,N/A,12/21/2024
DL-0678,patent,PT-0275,CL-0052,renewal,14/06/2028,Renewal for patent PT-0275 - Fee payment required,medium,pending,N,,,1283.68,,08/27/2018,
DL-0679,patent,PT-0275,CL-0052,renewal,07/18/24,Renewal for patent PT-0275 - Fee payment required,medium,completed,,"September 16, 2023",Timothy Hernandez,1644.45,Legacy deadline record,2020-07-25,30/06/23
DL-0680,patent,PT-0275,CL-0052,examination response,27 September 2025,Examination Response for patent PT-0275 - Response to office action required,high,completed,,2023-05-22,Betty Thomas,,,2021-03-03,Unknown
DL-0681,patent,PT-0276,CL-0365,filing,18/07/27,Filing for patent PT-0276,urgent,cancelled,,,,663.54,,"June 23, 2020",
DL-0682,patent,PT-0276,CL-0365,renewal,08/16/25,Renewal for patent PT-0276 - Fee payment required,urgent,cancelled,,,,733.76,,04-21-2020,
DL-0683,patent,PT-0276,CL-0365,annuity,12/22/26,Annuity for patent PT-0276,low,overdue,,,,3894.85,,05/17/19,08/31/2023
DL-0684,patent,PT-0277,CL-0081,continuation,09-20-2027,Continuation for patent PT-0277,medium,completed,,2024/11/15,Brian Wilson,1877.97,,19/09/2018,07-11-2023
DL-0685,patent,PT-0277,CL-0081,continuation,"July 06, 2024",Continuation for patent PT-0277,low,pending,N,,,4814.65,,23-09-2020,04/09/24
DL-0686,patent,PT-0277,CL-0081,filing,07/16/25,Filing for patent PT-0277,normal,completed,,26 September 2024,Christopher Jones,4889.72,Legacy deadline record,07-15-2021,
DL-0687,patent,PT-0277,CL-0081,examination response,18/12/24,Examination Response for patent PT-0277 - Response to office action required,high,overdue,,,,,,28 August 2023,2024/06/09
DL-0688,patent,PT-0278,CL-0159,filing,2024-01-15,Filing for patent PT-0278,normal,cancelled,,,,2329.82,,2018-09-09,
DL-0689,patent,PT-0278,CL-0159,filing,27-03-2026,Filing for patent PT-0278,medium,cancelled,,,,,,2019-08-15,2024/01/02
DL-0690,patent,PT-0278,CL-0159,filing,2025-05-03,Filing for patent PT-0278,high,cancelled,,,,,,"April 25, 2022",
DL-0691,patent,PT-0278,CL-0159,annuity,10-30-2025,Annuity for patent PT-0278,urgent,cancelled,,,,3465.95,Legacy deadline record,09/02/18,
DL-0692,patent,PT-0279,CL-0345,annuity,04 October 2027,Annuity for patent PT-0279,high,cancelled,,,,886.0,,00/00/0000,
DL-0693,patent,PT-0279,CL-0345,continuation,14/03/2024,Continuation for patent PT-0279,low,overdue,,,,2953.63,,07 November 2018,2023-05-08
DL-0694,patent,PT-0279,CL-0345,continuation,08/29/2024,Continuation for patent PT-0279,critical,overdue,,,,,,08/03/19,
DL-0695,patent,PT-0279,CL-0345,annuity,"May 05, 2024",Annuity for patent PT-0279,normal,cancelled,,,,,,2023-12-05,
DL-0696,patent,PT-0280,CL-0377,continuation,03/19/2025,Continuation for patent PT-0280,normal,completed,,12/15/2024,Andrew Lewis,4248.83,,15/07/2023,17/03/2024
DL-0697,patent,PT-0280,CL-0377,filing,09/29/27,Filing for patent PT-0280,medium,completed,,15 March 2024,Ryan Garcia,1538.6,,12-04-2022,2024/10/23
DL-0698,patent,PT-0280,CL-0377,continuation,2026/04/13,Continuation for patent PT-0280,low,completed,,28/12/23,Edward Allen,3478.61,,03/02/22,
DL-0699,patent,PT-0281,CL-0018,filing,20/11/2025,Filing for patent PT-0281,critical,overdue,,,,1436.56,,1900-01-01,
DL-0700,patent,PT-0282,CL-0500,filing,"January 15, 2025",Filing for patent PT-0282,critical,overdue,,,,1890.79,,2022/06/30,13/11/2024
DL-0701,patent,PT-0282,CL-0500,filing,07/21/2024,Filing for patent PT-0282,high,completed,,2024-12-23,Ronald Wright,1956.19,,07/07/20,11/30/24
DL-0702,patent,PT-0282,CL-0500,continuation,02-03-2024,Continuation for patent PT-0282,low,completed,,2023/02/12,Betty Scott,3884.22,,06/03/22,30-12-2024
DL-0703,patent,PT-0283,CL-0066,examination response,2024-07-03,Examination Response for patent PT-0283 - Response to office action required,normal,overdue,,,,,,16/01/23,
DL-0704,patent,PT-0284,CL-0424,filing,10/05/2024,Filing for patent PT-0284,urgent,completed,,03-02-2023,Nancy Rivera,1321.96,,28-03-2019,09-08-2023
DL-0705,patent,PT-0284,CL-0424,filing,2025/11/03,Filing for patent PT-0284,critical,pending,no,,,3068.22,,09/20/2021,
DL-0706,patent,PT-0284,CL-0424,examination response,29-11-2025,Examination Response for patent PT-0284 - Response to office action required,urgent,overdue,,,,739.96,,08/06/2019,
DL-0707,patent,PT-0284,CL-0424,filing,"February 21, 2024",Filing for patent PT-0284,urgent,overdue,,,,,,04/18/22,23-08-2023
DL-0708,patent,PT-0285,CL-0307,examination response,15 December 2025,Examination Response for patent PT-0285 - Response to office action required,low,overdue,,,,4943.96,,26/12/19,07-05-2024
DL-0709,patent,PT-0286,CL-0162,filing,17 February 2024,Filing for patent PT-0286,medium,pending,no,,,1630.86,Legacy deadline record,10-07-2018,
DL-0710,patent,PT-0287,CL-0485,renewal,21/05/30,Renewal for patent PT-0287 - Fee payment required,normal,cancelled,,,,3339.14,,04-08-2022,
DL-0711,patent,PT-0288,CL-0492,annuity,05-06-2024,Annuity for patent PT-0288,high,overdue,,,,524.77,Legacy deadline record,12/23/2020,09/09/24
DL-0712,patent,PT-0288,CL-0492,annuity,11/16/2025,Annuity for patent PT-0288,medium,overdue,,,,2035.2,,03-01-2021,04-25-2024
DL-0713,patent,PT-0288,CL-0492,renewal,07-24-2030,Renewal for patent PT-0288 - Fee payment required,normal,completed,,2023/02/03,Richard Jones,3067.95,,06/03/2022,2023/05/18
DL-0714,patent,PT-0289,CL-0233,renewal,06/20/29,Renewal for patent PT-0289 - Fee payment required,critical,pending,,,,1807.91,Legacy deadline record,04-03-2020,07/03/24
DL-0715,patent,PT-0289,CL-0233,renewal,2029/08/05,Renewal for patent PT-0289 - Fee payment required,medium,pending,Y,,,3903.74,,17-10-2020,
DL-0716,patent,PT-0289,CL-0233,filing,04 December 2025,Filing for patent PT-0289,low,overdue,,,,4373.23,,2018/01/16,08/14/24
DL-0717,patent,PT-0290,CL-0284,continuation,11/03/2024,Continuation for patent PT-0290,critical,cancelled,,,,4837.25,Legacy deadline record,2022-08-11,
DL-0718,patent,PT-0290,CL-0284,annuity,10/28/2024,Annuity for patent PT-0290,critical,cancelled,,,,4932.36,,14 October 2018,
DL-0719,patent,PT-0290,CL-0284,continuation,04-05-2027,Continuation for patent PT-0290,high,pending,Y,,,,,"August 18, 2022",02/07/2024
DL-0720,patent,PT-0290,CL-0284,filing,10/22/2026,Filing for patent PT-0290,high,pending,no,,,3617.0,,02/07/23,
DL-0721,patent,PT-0291,CL-0095,annuity,Unknown,Annuity for patent PT-0291,high,completed,,01/23/2023,Daniel Collins,,,2023/01/21,
DL-0722,patent,PT-0292,CL-0418,examination response,04-19-2025,Examination Response for patent PT-0292 - Response to office action required,critical,pending,no,,,1525.64,,2018/08/14,
DL-0723,patent,PT-0293,CL-0425,renewal,08/31/27,Renewal for patent PT-0293 - Fee payment required,high,cancelled,,,,4230.3,Legacy deadline record,"September 20, 2023",2023/12/13
DL-0724,patent,PT-0293,CL-0425,examination response,06-12-2024,Examination Response for patent PT-0293 - Response to office action required,critical,overdue,,,,2490.55,,2019/08/23,06-16-2023
DL-0725,patent,PT-0293,CL-0425,examination response,12/16/2024,Examination Response for patent PT-0293 - Response to office action required,critical,cancelled,,,,2446.52,,06/01/2021,07/12/2023
DL-0726,patent,PT-0294,CL-0269,filing,01/22/24,Filing for patent PT-0294,urgent,cancelled,,,,4636.75,,19 June 2022,14/04/23
DL-0727,patent,PT-0294,CL-0269,continuation,1900-01-01,Continuation for patent PT-0294,medium,completed,,15/07/24,Michael Gonzalez,,Legacy deadline record,20 July 2023,
DL-0728,patent,PT-0294,CL-0269,renewal,10/23/2025,Renewal for patent PT-0294 - Fee payment required,high,overdue,,,,,Legacy deadline record,25/12/18,09 November 2024
DL-0729,patent,PT-0294,CL-0269,annuity,27/09/25,Annuity for patent PT-0294,high,pending,,,,,,2021/07/19,
DL-0730,patent,PT-0295,CL-0421,continuation,2026-10-22,Continuation for patent PT-0295,urgent,cancelled,,,,,,2019/08/21,
