tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0529,CL-0046,DATAFLOW,,,Financial services,30,,87/189015,6320948,2018-11-14,,07/30/20,05/12/2022,09/11/2030,22/07/2031,GB,UKIPO,cancelled,,,,,ATT-6472,TM-INT-6817,13097.22,,"December 16, 2023",,
TM-0530,CL-0378,INNOVATEX348,combined,Trademark for INNOVATEX348,Food and beverages,"44,35","27.05.01, 26.01.03",87/822398,5678423,05-07-2023,,03/19/2024,02/03/23,03/04/29,29-04-2031,US,USPTO,expired,,1(b),,,ATT-9318,TM-INT-3058,,,12-13-2018,06-13-2024,
TM-0531,CL-0385,INNOVATEX,design,Trademark for INNOVATEX,Construction materials,"25, 5, 41",,90/975822,6571158,,,07 November 2024,07-19-2023,10/21/2027,05/05/2029,US,USPTO,expired,,intent-to-use,,,ATT-4558,TM-INT-8192,2662.28,11668.36,2019-07-21,28-05-2023,
TM-0532,CL-0137,DATASYNC421,word,,Clothing and apparel,"1,30,10",,90/435690,,07-14-2022,03 September 2021,,,,,EU,EUIPO,opposed,,,,,ATT-2314,,2964.95,1097.79,29-08-2021,,
TM-0533,CL-0308,SYSTEMTECH,word,,Educational services,"41,3",,89/612278,5557085,2021-03-16,,,27/03/2022,02/11/2025,2030/06/05,US,USPTO,pending,,1(b),,,,TM-INT-2711,8228.84,8927.31,2019/09/07,01/05/23,
TM-0534,CL-0384,SPEEDWAY58,design,Trademark for SPEEDWAY58,Automotive parts,3,,89/217982,,15-04-2021,,27-04-2022,,,,CN,CNIPA,cancelled,,,,,ATT-1247,,13055.78,,11/06/2018,,
TM-0535,CL-0040,CARTECH353,word,,Construction materials,44,,88/629341,6721563,04/04/21,,04/28/2020,2023/12/04,28 December 2029,05 May 2033,CN,CNIPA,abandoned,,,,,ATT-4260,TM-INT-6806,3796.61,,11-02-2021,,
TM-0536,CL-0091,FUTURETECH,,,Construction materials,"1,41,5",,88/261341,,19 September 2023,,2024-04-24,2022-07-23,2025/08/05,09/11/2034,US,USPTO,opposed,,,,,ATT-8792,,,,Unknown,12-12-2024,
TM-0537,CL-0451,NATURALS,,,Computer software and hardware,9,,89/793157,,2018-09-06,,2023-08-22,,,,EU,EUIPO,registered,,,,,ATT-3449,TM-INT-5049,3747.18,,22/07/22,,
TM-0538,CL-0149,TECHPRO,word,,Computer software and hardware,38,,88/527528,5911600,07/31/23,,05/12/2019,08-11-2020,2027/08/20,08-03-2030,Europe,EUIPO,cancelled,,,,,ATT-4577,TM-INT-2492,11333.82,,"July 24, 2020",,
TM-0539,CL-0474,TECHVISION,,,Telecommunications services,32,,87/925053,,05-22-2022,,2022-12-12,,,,DE,DPMA,registered,,,,,,TM-INT-6863,2856.11,8394.32,27-09-2021,,
TM-0540,CL-0085,HEALTHPRO,composite,,Medical devices,"35, 11, 44",,87/176523,,07-30-2023,,04-28-2024,,,,EU,EUIPO,registered,,,,,ATT-2175,,12012.37,8851.86,07/06/20,,Legacy trademark record
TM-0541,CL-0459,BIOSAFE,design,Trademark for BIOSAFE,Medical devices,17,,88/576120,,27 March 2019,,19/04/2021,03 October 2021,17/10/29,09/07/29,GB,UKIPO,cancelled,,,,,ATT-1852,TM-INT-1783,2115.7,,Unknown,2024/06/17,
TM-0542,CL-0291,CARTECH,logo,Trademark for CARTECH,Pharmaceutical preparations,36,,88/709417,,00/00/0000,2018-10-27,,,,,US,USPTO,expired,,,,,,TM-INT-2326,12589.47,,01/09/2022,,
TM-0543,CL-0194,WELLNESS,combined,Trademark for WELLNESS,Construction materials,"38, 3, 28","27.05.01, 26.01.03",89/598307,,"December 04, 2021",Unknown,,,,,US,USPTO,cancelled,,1(a),2022/11/24,,,TM-INT-1954,14767.74,,26/06/20,20/12/2023,
TM-0544,CL-0077,CARTECH,,,Medical devices,"42,28",,90/957286,6844460,18/03/18,,,,,,United States,USPTO,cancelled,,use-in-commerce,,,ATT-6948,TM-INT-3815,,9683.62,18/05/2018,04-23-2024,
TM-0545,CL-0402,CYBERSHIELD493,logo,Trademark for CYBERSHIELD493,Clothing and apparel,"9, 38",,89/359990,5541252,10/29/22,,2022/02/07,,,,EU,EUIPO,expired,,,,,ATT-9498,TM-INT-7097,,4202.82,Unknown,,
TM-0546,CL-0336,CYBERTECH,design,Trademark for CYBERTECH,Food and beverages,"11,38,1","27.05.01, 26.01.03",88/979944,,10/14/2021,2019/12/22,,,,,USA,USPTO,registered,,use-in-commerce,,,ATT-9265,,1422.65,7744.9,07/05/2020,,
TM-0547,CL-0315,GREENTECH196,,,Food and beverages,"38,18,28",,90/468256,,13-02-2022,2022-09-08,2024/09/16,,,,GB,UKIPO,opposed,,,,,ATT-2142,TM-INT-6274,4541.59,2696.16,2021-02-06,28-03-2024,
TM-0548,CL-0117,LIFETEC,logo,Trademark for LIFETEC,Telecommunications services,"10, 9",,89/658332,5840006,2023-12-07,31 August 2020,,,,,EU,EUIPO,pending,,,,,ATT-6727,TM-INT-5247,1113.61,4434.78,12-25-2018,,
TM-0549,CL-0298,BIOSAFE,word,,Automotive parts,18,,90/441966,,01-03-2019,2021-03-05,05/05/2022,03 December 2024,09-09-2029,10/11/2028,USA,USPTO,abandoned,,1(a),,,,TM-INT-2112,11157.13,,18-07-2018,"January 23, 2023",
TM-0550,CL-0370,DATAFLOW,combined,Trademark for DATAFLOW,Financial services,"16,18,45","27.05.01, 26.01.03",90/164069,6982969,,,04 October 2022,,,,United States,USPTO,registered,,1(a),09/14/17,2016-08-05,ATT-2452,TM-INT-9725,12467.34,,07/08/2021,05 December 2024,
TM-0551,CL-0234,GREENTECH,composite,,Medical devices,21,,89/864478,6359417,18/11/23,,1900-01-01,,,,Europe,EUIPO,registered,,,,,,TM-INT-5507,13056.4,,04/21/22,05/01/2024,
TM-0552,CL-0038,HEALTHPRO290,design,Trademark for HEALTHPRO290,Pharmaceutical preparations,3,"27.05.01, 26.01.03",87/522761,5578673,09-23-2018,01-10-2020,,,,,DE,DPMA,published,11 August 2024,,,,ATT-5424,TM-INT-3368,,7687.73,2018/01/16,,
TM-0553,CL-0178,AUTOTECH91,combined,Trademark for AUTOTECH91,Pharmaceutical preparations,"45,44,35","27.05.01, 26.01.03",89/763309,,01-10-2023,21 June 2019,2020/06/12,,,,CN,CNIPA,pending,,,,,ATT-2511,TM-INT-9879,10570.08,,2019/04/13,,
TM-0554,CL-0068,TECHMASTER,design,Trademark for TECHMASTER,Automotive parts,35,"27.05.01, 26.01.03",88/483351,6326598,12/09/2023,"July 25, 2020",,,,,JP,JPO,abandoned,,,,,,TM-INT-7362,12163.11,,16/10/2021,,
TM-0555,CL-0373,NATURALS,composite,,Pharmaceutical preparations,"5,20,16",,88/508890,6969366,2022/11/29,,00/00/0000,,,,USA,USPTO,registered,,1(a),26/08/17,2023/01/05,,TM-INT-9398,11312.62,1319.81,20 August 2021,,
TM-0556,CL-0133,HEALTHPRO62,design,Trademark for HEALTHPRO62,Food and beverages,17,,90/735309,,02-01-2018,,,30/03/2023,03/24/2027,24/07/2032,United States,USPTO,cancelled,,use-in-commerce,,,ATT-3488,TM-INT-9362,,,27 June 2019,,
TM-0557,CL-0415,ADVANCEDSYS,logo,Trademark for ADVANCEDSYS,Telecommunications services,"28,11,12","27.05.01, 26.01.03",87/941889,,04-09-2019,2020/02/08,28 September 2020,08/06/2022,2027/08/05,"December 29, 2034",JP,JPO,abandoned,,,,,,TM-INT-5759,7204.5,1623.02,02-25-2022,10/24/2024,Legacy trademark record
TM-0558,CL-0288,MEDTECH,combined,Trademark for MEDTECH,Construction materials,"20,45,11","27.05.01, 26.01.03",89/938161,6724351,30 May 2021,,2019-09-28,,,,DE,DPMA,published,,,,,ATT-7589,TM-INT-1883,14822.34,,2018-03-17,09/12/23,Legacy trademark record
TM-0559,CL-0285,INNOVATECH,combined,Trademark for INNOVATECH,Clothing and apparel,"3,10","27.05.01, 26.01.03",87/473372,,12-26-2023,,01-01-2019,,,,EU,EUIPO,registered,,,,,ATT-6738,TM-INT-4270,4759.81,,09-16-2023,,
TM-0560,CL-0066,DATASYNC,combined,Trademark for DATASYNC,Pharmaceutical preparations,"38,25,41",,89/557951,,2020-08-16,,,,,,United States,USPTO,cancelled,,intent-to-use,,,ATT-5619,,4683.16,9758.8,2019-03-17,2023/12/13,Legacy trademark record
TM-0561,CL-0135,WELLNESS,logo,Trademark for WELLNESS,Computer software and hardware,"45,36,41","27.05.01, 26.01.03",90/820397,5439657,14/07/23,,08/18/24,20-02-2024,19-02-2028,11/06/2034,EU,EUIPO,published,,,,,ATT-5351,TM-INT-9074,9571.4,1450.17,07/29/19,,
TM-0562,CL-0243,TECHVISION,combined,Trademark for TECHVISION,Pharmaceutical preparations,"12,3","27.05.01, 26.01.03",88/408115,,"December 19, 2018",,02 October 2022,14-04-2024,2030/12/11,04/03/29,US,USPTO,expired,,use-in-commerce,05 February 2019,,,,6935.49,,06/22/2020,,
TM-0563,CL-0464,CARTECH,composite,,Telecommunications services,"32,45",,88/531160,,02 April 2022,,08/09/2021,,,,US,USPTO,abandoned,,use-in-commerce,03/31/2021,04/15/19,ATT-2544,TM-INT-5150,,8072.86,30/01/20,2023-03-29,
TM-0564,CL-0193,TECHSTREAM,word,,Telecommunications services,"21,41",,88/836016,,08/03/22,,,,,,United States,USPTO,published,,intent-to-use,,,ATT-8298,TM-INT-4622,8818.64,,2018-10-20,26/10/2023,
TM-0565,CL-0403,NEXGEN419,word,,Food and beverages,21,,88/321105,5407130,25 October 2022,"May 20, 2021",,,,,GB,UKIPO,registered,,,,,ATT-1189,TM-INT-8739,1680.85,8921.15,2023/08/20,27-07-2023,Legacy trademark record
TM-0566,CL-0216,MEDTECH,logo,Trademark for MEDTECH,Telecommunications services,20,,87/838973,,10-02-2020,,,,,,USA,USPTO,published,,use-in-commerce,2022/06/18,18/08/2017,ATT-4456,,8342.44,,2020-01-13,,
TM-0567,CL-0446,DATASYNC,word,,Food and beverages,"11, 1, 29",,88/591944,,30-01-2019,,07-05-2021,12/30/21,10/12/29,18/05/2029,US,USPTO,abandoned,,1(a),,,ATT-7969,,13435.94,,07/03/2019,,
TM-0568,CL-0241,DRIVETEC,word,,Financial services,38,,87/921502,5377767,05/25/2020,,01-10-2024,22/10/2022,06/06/28,2031/06/03,United States,USPTO,pending,,,,,ATT-9742,TM-INT-8155,,,04/29/23,"February 28, 2024",Legacy trademark record
TM-0569,CL-0293,DRIVETEC,composite,,Educational services,12,,89/782021,6246083,09-11-2023,20 July 2022,,,,,CN,CNIPA,opposed,,,,,ATT-9364,TM-INT-7533,5544.16,,06-26-2021,26/01/24,
TM-0570,CL-0023,FUTURETECH,composite,,Telecommunications services,"9, 36, 17",,90/615549,,11-12-2023,,,25 January 2022,05/16/2029,"July 31, 2028",EU,EUIPO,abandoned,,,,,ATT-1959,TM-INT-9818,7425.63,,"March 16, 2019",04/11/24,
TM-0571,CL-0155,LIFETEC,composite,,Financial services,"42,3,44",,89/638454,,08/08/20,"December 16, 2018","July 03, 2024",,,,USA,USPTO,cancelled,,1(a),,,ATT-2723,TM-INT-1016,3705.7,,01-07-2021,,
TM-0572,CL-0417,DATATECH,design,Trademark for DATATECH,Construction materials,42,,88/196253,6934170,11-15-2018,,17 March 2019,05-12-2021,N/A,2034-03-13,USA,USPTO,opposed,,1(a),21/07/2016,03-15-2020,,,3346.21,7507.88,10-09-2022,,
TM-0573,CL-0280,DATATECH,design,Trademark for DATATECH,Financial services,"29,41,17",,90/469848,,06-08-2019,,2019-03-21,12/30/2021,"October 20, 2027",02-02-2028,USA,USPTO,pending,,1(b),,,,TM-INT-7270,6512.42,,19/06/21,,
TM-0574,CL-0336,WELLNESS139,logo,Trademark for WELLNESS139,Construction materials,"35,30","27.05.01, 26.01.03",88/178680,6342665,2023/07/23,,01-01-2020,,,,EU,EUIPO,expired,,,,,ATT-9649,TM-INT-2435,4749.62,2922.46,05-26-2023,,
TM-0575,CL-0383,TECHMASTER,combined,Trademark for TECHMASTER,Construction materials,"1,5,25",,87/410472,,"December 31, 2018",25/08/19,11/01/2022,,,,DE,DPMA,abandoned,,,,,ATT-3449,TM-INT-8978,14551.73,6286.76,2020-10-28,2024-06-13,
TM-0576,CL-0303,BIOSAFE35,word,,Financial services,"35, 30",,88/704232,6476924,2023/10/27,2019-11-18,,,,,US,USPTO,registered,,,,,ATT-1150,TM-INT-3650,14461.68,,12-21-2019,,Legacy trademark record
TM-0577,CL-0460,DATASYNC,composite,,Financial services,19,,87/425716,6312672,15 September 2020,,01/11/2020,03/06/20,TBD,22 July 2034,JP,JPO,cancelled,,,,,,TM-INT-3120,,5570.05,10-02-2023,,
TM-0578,CL-0183,FUTURETECH700,logo,Trademark for FUTURETECH700,Computer software and hardware,"19,44",,87/192887,6542618,"July 16, 2019",18/02/18,,,,,Europe,EUIPO,published,"December 01, 2025",,,,ATT-8037,,10248.58,,2020/09/19,00/00/0000,
TM-0579,CL-0415,SYSTEMCORE,logo,Trademark for SYSTEMCORE,Computer software and hardware,"42, 28",,89/590718,,12/03/2018,15/05/2022,,23 September 2022,03-07-2029,11/25/31,US,USPTO,pending,,,,,ATT-7637,TM-INT-6649,2512.52,3629.84,08-04-2018,2024-09-02,Legacy trademark record
TM-0580,CL-0267,ECOPACK,logo,Trademark for ECOPACK,Construction materials,10,"27.05.01, 26.01.03",89/483045,,01/04/2020,,,10/09/2023,21/06/29,03-10-2032,Europe,EUIPO,published,,,,,,TM-INT-8662,,3338.98,03/05/23,,
TM-0581,CL-0276,GREENTECH989,,,Financial services,"29,28,41",,87/805278,5885504,2022-09-29,05/23/21,2020/04/17,,,,United States,USPTO,registered,,1(a),2017/09/25,09/03/2019,ATT-5208,TM-INT-8979,13274.31,2520.76,08/11/2023,,
TM-0582,CL-0390,GREENTECH,composite,,Clothing and apparel,18,,90/619991,,29-10-2021,2021-07-16,,01-23-2020,00/00/0000,02-18-2032,Europe,EUIPO,published,,,,,,TM-INT-5220,4478.08,6413.79,2019/12/19,,
TM-0583,CL-0001,SMARTFLOW,,,Food and beverages,"10,30",,88/505211,,05/20/18,,,,,,US,USPTO,registered,,use-in-commerce,,,ATT-2130,TM-INT-2241,7248.46,5174.44,28/07/18,,
TM-0584,CL-0201,NOVALUX,combined,Trademark for NOVALUX,Medical devices,"21,1","27.05.01, 26.01.03",87/198689,,09/24/19,,2019-02-14,,,,US,USPTO,registered,,use-in-commerce,,,,TM-INT-5486,3543.86,5908.45,31/05/2019,,
TM-0585,CL-0247,BIOSAFE115,composite,,Telecommunications services,"32,38,18",,90/747270,,11/01/21,,08/07/21,,,,Europe,EUIPO,registered,,,,,,TM-INT-2360,,9082.12,"August 23, 2019",22/12/2024,
TM-0586,CL-0343,INNOVATEX327,word,,Telecommunications services,11,,88/147171,5527147,2019/11/07,,,11/25/2022,21-11-2029,11/07/34,USA,USPTO,registered,,intent-to-use,,,ATT-7805,TM-INT-8691,8408.53,10096.61,02-06-2022,,
TM-0587,CL-0152,WELLNESS521,logo,Trademark for WELLNESS521,Construction materials,"9, 45, 36","27.05.01, 26.01.03",88/608275,6827776,03-19-2022,,03/16/21,1900-01-01,2028-10-11,01/09/2028,EU,EUIPO,registered,,,,,,TM-INT-2766,12025.68,,08-03-2021,09/03/2023,
TM-0588,CL-0477,HEALTHPRO,logo,Trademark for HEALTHPRO,Medical devices,32,"27.05.01, 26.01.03",90/379519,5598147,10/10/2020,,,20/11/24,15 January 2028,2034/10/31,CN,CNIPA,expired,,,,,ATT-8635,TM-INT-3582,14701.97,,"December 06, 2022",,Legacy trademark record
TM-0589,CL-0044,SMARTFLOW,logo,Trademark for SMARTFLOW,Financial services,"9,21,32",,87/180647,,02/15/2020,00/00/0000,10-04-2024,,,,DE,DPMA,abandoned,,,,,ATT-4525,,7305.65,6537.76,2023/01/21,29-06-2024,
TM-0590,CL-0370,GREENTECH,composite,,Construction materials,5,,88/480512,,2023-08-05,04/11/21,,"July 04, 2022",14 July 2027,"September 12, 2033",CN,CNIPA,pending,,,,,,TM-INT-2575,,,17/11/2019,,
TM-0591,CL-0321,INNOVATE,combined,Trademark for INNOVATE,Computer software and hardware,"20,12,30",,87/566547,5745604,24 April 2018,,,2020/05/25,27/07/30,11/07/2033,US,USPTO,opposed,,use-in-commerce,31/03/2015,06-02-2021,,,14627.19,6165.67,2022-10-11,2023-12-06,
TM-0592,CL-0184,DATASYNC882,composite,,Automotive parts,11,,87/261365,5461898,09/03/2018,30/03/20,29/03/2021,,,,DE,DPMA,opposed,,,,,ATT-3020,TM-INT-7623,13127.79,5791.49,09-01-2021,,
TM-0593,CL-0056,CYBERSHIELD211,,,Financial services,10,,90/264878,6001217,06/22/22,15 January 2020,12/02/24,,,,CN,CNIPA,abandoned,,,,,ATT-7390,TM-INT-8660,1786.45,8627.31,2020-04-12,,
TM-0594,CL-0400,CYBERSHIELD,logo,Trademark for CYBERSHIELD,Pharmaceutical preparations,"17, 32",,90/960257,6759346,1900-01-01,,,,,,JP,JPO,registered,,,,,ATT-4803,TM-INT-7755,9390.03,,22/04/2018,2023-09-22,
TM-0595,CL-0009,CYBERSHIELD,combined,Trademark for CYBERSHIELD,Food and beverages,36,"27.05.01, 26.01.03",87/322100,,23 July 2018,2022/11/07,12/24/2021,,,,EU,EUIPO,cancelled,,,,,ATT-6742,TM-INT-6350,11528.8,3123.0,06/11/21,,
TM-0596,CL-0201,AUTOTECH,composite,,Telecommunications services,3,,90/634731,5768982,07-23-2018,08/15/2018,,02/25/2020,19/05/2028,02/02/28,GB,UKIPO,expired,,,,,ATT-8858,TM-INT-4834,12510.54,8752.65,2023-02-19,,
TM-0597,CL-0137,TECHVISION,combined,Trademark for TECHVISION,Financial services,32,,90/159425,5080998,22-10-2019,,30/11/22,,,,US,USPTO,abandoned,,,,,ATT-4454,TM-INT-1980,5445.19,5842.66,"May 22, 2023",02/12/2023,Legacy trademark record
TM-0598,CL-0310,ADVANCEDSYS,design,Trademark for ADVANCEDSYS,Educational services,42,"27.05.01, 26.01.03",87/146005,,01/04/2019,2021-09-27,26-12-2022,,,,JP,JPO,expired,,,,,,TM-INT-3801,9301.57,9281.13,22/01/19,,
TM-0599,CL-0271,CYBERTECH,composite,,Educational services,"30,42,28",,90/560303,,13-06-2023,,23 May 2024,,,,Europe,EUIPO,pending,,,,,,TM-INT-2955,,7901.96,2019/09/12,,
TM-0600,CL-0056,CYBERTECH965,composite,,Pharmaceutical preparations,"16,20,5",,90/127162,,06-28-2021,2022/07/19,25-03-2022,,,,Europe,EUIPO,opposed,,,,,ATT-5842,,,,"November 20, 2022",,
TM-0601,CL-0059,ECOPACK,composite,,Medical devices,"19, 5",,87/263006,,06-01-2021,,12/21/19,,,,USA,USPTO,published,,,,,ATT-1244,,2925.35,10454.45,01/15/21,,
TM-0602,CL-0438,GREENTECH,logo,Trademark for GREENTECH,Construction materials,3,,89/768718,,28 October 2021,2022/08/14,04 July 2020,06-30-2023,06-26-2029,20/01/2028,DE,DPMA,opposed,,,,,,,13271.42,2978.19,2020/08/21,03/09/24,Legacy trademark record
TM-0603,CL-0425,TECHPRO,design,Trademark for TECHPRO,Automotive parts,"16,3","27.05.01, 26.01.03",90/324709,,TBD,,11/05/22,,,,United States,USPTO,cancelled,,1(a),,,ATT-7994,TM-INT-4929,4565.25,2880.08,05-04-2023,23-02-2023,
TM-0604,CL-0375,HEALTHPRO,,,Financial services,"21,5,36",,88/319694,5829944,11/16/2018,,,,,,US,USPTO,registered,,intent-to-use,,,ATT-4453,TM-INT-5656,,3465.2,25 May 2021,,
TM-0605,CL-0012,TECHVISION687,combined,Trademark for TECHVISION687,Clothing and apparel,17,,87/792981,6109909,"April 30, 2018",09/01/18,,2021-06-18,07/18/26,10/10/2031,US,USPTO,registered,,,,,ATT-6608,TM-INT-9600,5034.43,2525.57,18/11/2023,,
TM-0606,CL-0361,CYBERTECH,combined,Trademark for CYBERTECH,Automotive parts,44,,89/575648,,16 June 2021,,,2021/07/11,01/16/25,02/09/2034,Europe,EUIPO,pending,,,,,ATT-1599,,7324.09,,10/31/2018,21-07-2023,
TM-0607,CL-0270,NATURALS,composite,,Construction materials,21,,88/196479,,2020/08/16,,N/A,,,,DE,DPMA,cancelled,,,,,,TM-INT-8287,9965.2,,11-21-2018,"December 26, 2023",
TM-0608,CL-0448,DRIVETEC33,word,,Pharmaceutical preparations,28,,90/250056,,"January 16, 2018",,26/01/20,04/28/2021,10/10/2026,"December 20, 2031",EU,EUIPO,abandoned,,,,,ATT-3174,TM-INT-1117,13246.56,2295.2,21 October 2018,2023-11-12,
TM-0609,CL-0424,HEALTHPRO940,composite,,Medical devices,"10, 30",,87/953651,,"July 24, 2020",,07-17-2024,,,,EU,EUIPO,opposed,,,,,ATT-8951,TM-INT-1171,5066.08,,2023-10-04,31/07/23,
TM-0610,CL-0284,CAREPLUS,,,Educational services,10,,88/244218,6630412,23 September 2023,,,2021/02/21,05/14/2030,06/24/33,EU,EUIPO,pending,,,,,,TM-INT-7418,,11163.59,05/02/2019,,
TM-0611,CL-0141,ADVANCEDSYS785,composite,,Medical devices,"38, 45",,87/511622,,11/21/18,,,,,,EU,EUIPO,expired,,,,,ATT-6789,TM-INT-7057,,7536.0,16/08/2022,,Legacy trademark record
TM-0612,CL-0314,HEALTHPRO,,,Medical devices,21,,88/823567,,05-20-2019,,06/01/23,,,,US,USPTO,opposed,,use-in-commerce,,,,TM-INT-2224,4717.27,8304.32,2019-07-23,,
TM-0613,CL-0389,CAREPLUS,composite,,Automotive parts,"44,21",,88/873621,6211651,04-30-2022,,24-09-2020,05/13/20,06-10-2028,08/17/30,United States,USPTO,published,01-01-2025,use-in-commerce,,,ATT-9544,TM-INT-8089,11040.88,4182.0,Unknown,,
TM-0614,CL-0368,DATATECH,design,Trademark for DATATECH,Financial services,"18,3,29",,90/266030,6121602,2019-01-29,"July 07, 2019",,,,,CN,CNIPA,published,04/08/24,,,,ATT-8508,TM-INT-4420,11740.1,2779.32,04/27/2020,,
TM-0615,CL-0106,INNOVATEX8,,,Financial services,32,,87/717259,,05-05-2020,,,,,,USA,USPTO,expired,,intent-to-use,,,ATT-3746,TM-INT-7805,8544.85,2090.03,10/01/22,TBD,
TM-0616,CL-0419,LIFETEC,composite,,Food and beverages,32,,87/876194,,08/11/20,,,"August 23, 2023",10-30-2029,08-31-2033,Europe,EUIPO,abandoned,,,,,,TM-INT-5155,3897.75,8929.38,09-22-2023,,
TM-0617,CL-0314,NEXGEN,combined,Trademark for NEXGEN,Clothing and apparel,"21, 25",,87/210990,,08-26-2018,2019-09-25,27-02-2022,,,,DE,DPMA,registered,,,,,ATT-5620,,14786.87,2029.03,27/10/2019,,
TM-0618,CL-0316,DATASYNC941,word,,Medical devices,"42,1,17",,90/557581,,2019-04-22,27/04/2020,12/31/19,,,,United States,USPTO,abandoned,,intent-to-use,,,,TM-INT-7191,10944.84,,09/05/19,10 April 2023,
TM-0619,CL-0065,SYSTEMCORE,,,Educational services,"20, 17",,88/740817,,09 January 2023,,,,,,EU,EUIPO,published,,,,,ATT-8083,TM-INT-6441,,3927.1,08 July 2018,,
TM-0620,CL-0355,TECHPRO,composite,,Pharmaceutical preparations,44,,87/574984,,"June 24, 2018",,03/05/2021,,,,EU,EUIPO,cancelled,,,,,ATT-5173,,6078.98,2083.91,02/04/21,,
TM-0621,CL-0322,SMARTSYS312,composite,,Pharmaceutical preparations,32,,87/570710,,02/03/2023,,19-05-2024,,,,USA,USPTO,published,11-11-2024,1(b),,,,,6689.74,6124.49,"June 13, 2021",,
TM-0622,CL-0216,HEALTHPRO662,combined,Trademark for HEALTHPRO662,Financial services,5,,88/915253,6762986,1900-01-01,"December 30, 2021",05 February 2022,,,,GB,UKIPO,abandoned,,,,,ATT-3087,TM-INT-4658,,7030.67,01/03/23,,Legacy trademark record
TM-0623,CL-0429,INNOVATE,logo,Trademark for INNOVATE,Educational services,"44,38","27.05.01, 26.01.03",87/334696,6528518,23/09/20,,24-07-2021,13 January 2024,18/07/30,2030/08/26,United States,USPTO,registered,,intent-to-use,,,,,,4577.87,06/08/2023,10/28/2024,
TM-0624,CL-0462,ADVANCEDSYS,word,,Telecommunications services,44,,89/304024,,08/13/18,09/19/18,,,,,Europe,EUIPO,published,,,,,ATT-3071,TM-INT-9526,6335.35,,09/12/2018,,
TM-0625,CL-0315,SYSTEMCORE,,,Pharmaceutical preparations,36,,88/199758,6535443,2022/05/27,15 January 2020,17-12-2023,,,,United States,USPTO,opposed,,1(a),01/25/16,07-09-2023,ATT-7292,,10607.96,10413.58,01-06-2021,1900-01-01,Legacy trademark record
TM-0626,CL-0240,WELLNESS837,word,,Construction materials,"45, 18, 25",,89/424326,5622331,04-20-2021,28-12-2018,2022-02-21,,,,DE,DPMA,registered,,,,,,TM-INT-5037,7262.36,5445.78,07-22-2022,"August 09, 2024",
TM-0627,CL-0431,CYBERSHIELD230,design,Trademark for CYBERSHIELD230,Clothing and apparel,"30,9,16","27.05.01, 26.01.03",90/157458,5362506,14/12/2020,,,,,,CN,CNIPA,published,,,,,,TM-INT-6021,8508.83,6064.78,"January 09, 2018",,
TM-0628,CL-0408,WELLNESS192,composite,,Financial services,"10,18",,89/507224,,01-06-2023,21/07/2022,,,,,GB,UKIPO,registered,,,,,ATT-6549,,5426.27,6486.87,02/01/2023,04/23/2023,
TM-0629,CL-0309,NEXGEN878,word,,Automotive parts,5,,87/463805,,01/04/20,,31-12-2019,,,,Europe,EUIPO,expired,,,,,,TM-INT-8654,,1886.96,29-09-2021,,
TM-0630,CL-0140,DATAFLOW,design,Trademark for DATAFLOW,Pharmaceutical preparations,"41,32","27.05.01, 26.01.03",90/254251,,2023-10-12,,12-03-2021,2021-11-22,"January 22, 2030",25 November 2031,CN,CNIPA,pending,,,,,ATT-3712,,,,11/08/2022,07-09-2024,Legacy trademark record
TM-0631,CL-0425,ECOPACK,,,Computer software and hardware,42,,90/555899,5594621,12-07-2021,02/07/18,"December 10, 2022",,,,JP,JPO,abandoned,,,,,ATT-2836,,10691.23,5758.04,06/13/2023,,
TM-0632,CL-0098,DATATECH,design,Trademark for DATATECH,Clothing and apparel,"9,19","27.05.01, 26.01.03",89/966242,,21 May 2020,11-09-2021,,04/19/2024,07/12/2028,04/25/32,USA,USPTO,cancelled,,,,,ATT-3363,TM-INT-7150,8748.61,,07/31/2022,TBD,
TM-0633,CL-0339,SMARTFLOW,composite,,Construction materials,5,,87/657873,5437631,2021-08-15,,2021/06/13,26-05-2020,2026-01-14,05-14-2033,EU,EUIPO,expired,,,,,,,3580.78,,03-04-2019,,
TM-0634,CL-0446,TECHSTREAM741,combined,Trademark for TECHSTREAM741,Pharmaceutical preparations,1,"27.05.01, 26.01.03",89/410075,6118661,09 November 2018,,07/21/23,Unknown,05/05/26,2029-12-11,EU,EUIPO,pending,,,,,,TM-INT-5411,4764.18,,,,
TM-0635,CL-0203,CYBERSHIELD78,,,Automotive parts,"21,17,29",,87/488700,,12/02/21,08-12-2020,05/19/2023,17-06-2022,26 April 2027,12-10-2033,US,USPTO,opposed,,use-in-commerce,2022-03-22,,ATT-9778,,7103.71,6046.18,2019-07-20,14/02/23,
TM-0636,CL-0435,TECHSTREAM,design,Trademark for TECHSTREAM,Pharmaceutical preparations,"41,29,25",,90/322012,6051432,15/01/19,03/17/2018,07/31/2021,,,,Europe,EUIPO,cancelled,,,,,ATT-1276,,,5264.7,09-14-2023,,
